"VOG.number"	"Host.Domain"	"Number.of.Proteins"	"Number.of.Genomes"	"Number.of.Known.Virus.Families"	"Number.of.Known.Virus.Genera"	"Proteins.Annotations"	"Mapping.to.POGs.2013"	"Short.Annotations"
"8847"	"VOG10422"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8848"	"VOG10423"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8849"	"VOG10424"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8850"	"VOG10425"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8851"	"VOG10426"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8852"	"VOG10427"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8853"	"VOG10428"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8854"	"VOG10429"	"Archaea"	3	3	0	0	"Hef nuclease [n=2]; Hef and HNH endonuclease [n=1]; "	"New"	"endonuclease"
"8855"	"VOG10430"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8856"	"VOG10431"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8857"	"VOG10432"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8858"	"VOG10433"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8859"	"VOG10434"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8860"	"VOG10435"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8861"	"VOG10436"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8862"	"VOG10437"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8863"	"VOG10438"	"Archaea"	3	3	0	0	"hypothetical protein [n=2]; SprT-like protein [n=1]; "	"New"	NA
"8864"	"VOG10439"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8865"	"VOG10440"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8866"	"VOG10441"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8867"	"VOG10442"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8868"	"VOG10443"	"Archaea"	3	3	0	0	"replication factor C large subunit [n=3]; "	"New"	NA
"8869"	"VOG10444"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8870"	"VOG10445"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8871"	"VOG10446"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8872"	"VOG10447"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8873"	"VOG10448"	"Archaea"	3	3	0	0	"RadA [n=2]; hypothetical protein [n=1]; "	"New"	NA
"8874"	"VOG10449"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8875"	"VOG10450"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8876"	"VOG10451"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8877"	"VOG10452"	"Archaea"	3	3	0	0	"portal protein [n=2]; hypothetical protein [n=1]; "	"New"	"portal"
"8878"	"VOG10453"	"Archaea"	3	3	0	0	"gpF-like protein [n=2]; head assembly [n=1]; "	"New"	"head assembly protein"
"8879"	"VOG10454"	"Archaea"	3	3	0	0	"zeta toxin domain protein [n=1]; zeta toxin [n=1]; zeta toxin and ParB nuclease domain protein [n=1]; "	"New"	NA
"8880"	"VOG10455"	"Archaea"	3	3	0	0	"hypothetical protein [n=2]; prohead protease [n=1]; "	"New"	NA
"8881"	"VOG10456"	"Archaea"	3	3	0	0	"major capsid protein [n=3]; "	"New"	"capsid"
"8882"	"VOG10457"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8883"	"VOG10458"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8884"	"VOG10459"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8885"	"VOG10460"	"Archaea"	3	3	0	0	"tail assembly chaperone [n=2]; hypothetical protein [n=1]; "	"New"	"tail protein"
"8886"	"VOG10461"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8887"	"VOG10462"	"Archaea"	3	3	0	0	"RNAse HI [n=1]; hypothetical protein [n=1]; RNase HI [n=1]; "	"New"	NA
"8888"	"VOG10463"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8889"	"VOG10464"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8890"	"VOG10465"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8891"	"VOG10466"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8892"	"VOG10467"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8893"	"VOG10468"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8894"	"VOG10469"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8895"	"VOG10470"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"8896"	"VOG10471"	"Bacteria"	3	3	1	0	"DNA polymerase [n=2]; hypothetical protein [n=1]; "	"New"	NA
"8897"	"VOG10472"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8898"	"VOG10473"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8899"	"VOG10474"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8900"	"VOG10475"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8901"	"VOG10476"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8902"	"VOG10477"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8903"	"VOG10478"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8904"	"VOG10479"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8905"	"VOG10480"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8906"	"VOG10481"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"8907"	"VOG10482"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8908"	"VOG10483"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8909"	"VOG10484"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8910"	"VOG10485"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8911"	"VOG10486"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8912"	"VOG10487"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8913"	"VOG10488"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8914"	"VOG10489"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8915"	"VOG10490"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8916"	"VOG10491"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8917"	"VOG10492"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8918"	"VOG10493"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8919"	"VOG10494"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8920"	"VOG10495"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; putative tail protein [n=1]; "	"New"	"tail protein"
"8921"	"VOG10496"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8922"	"VOG10497"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8923"	"VOG10498"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8924"	"VOG10499"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"8925"	"VOG10500"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8926"	"VOG10501"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8927"	"VOG10502"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp43 [n=1]; "	"New"	NA
"8928"	"VOG10503"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp47 [n=1]; "	"New"	NA
"8929"	"VOG10504"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp57 [n=1]; "	"New"	NA
"8930"	"VOG10505"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8931"	"VOG10506"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"8932"	"VOG10507"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8933"	"VOG10508"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8934"	"VOG10509"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"8935"	"VOG10510"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8936"	"VOG10511"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8937"	"VOG10512"	"Archaea"	3	3	0	0	"major capsid protein [n=2]; capsid protein [n=1]; "	"New"	"capsid"
"8938"	"VOG10513"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8939"	"VOG10514"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8940"	"VOG10515"	"Bacteria"	3	3	1	0	"No annotation provided [n=2]; hypothetical protein [n=1]; "	"New"	NA
"8941"	"VOG10516"	"Archaea"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"8942"	"VOG10517"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"8943"	"VOG10518"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8944"	"VOG10519"	"Bacteria"	3	3	2	1	"hypothetical protein [n=1]; gp108 [n=1]; gp137 [n=1]; "	"New"	NA
"8945"	"VOG10520"	"Bacteria"	3	3	2	0	"tail fiber protein [n=2]; putative tail fiber protein [n=1]; "	"New"	"tail protein"
"8946"	"VOG10521"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"8947"	"VOG10522"	"Bacteria"	3	3	1	0	"DUF3800 domain-containing protein [n=1]; Gp21 protein [n=1]; DUF3800 domain protein [n=1]; "	"New"	NA
"8948"	"VOG10523"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8949"	"VOG10524"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8950"	"VOG10525"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8951"	"VOG10526"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8952"	"VOG10527"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8953"	"VOG10528"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8954"	"VOG10529"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8955"	"VOG10530"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8956"	"VOG10531"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8957"	"VOG10532"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8958"	"VOG10533"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8959"	"VOG10534"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8960"	"VOG10535"	"Bacteria"	3	3	3	0	"hypothetical protein [n=3]; "	"New"	NA
"8961"	"VOG10536"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8962"	"VOG10537"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8963"	"VOG10538"	"Bacteria"	3	3	1	0	"structural protein [n=2]; hypothetical protein [n=1]; "	"New"	NA
"8964"	"VOG10539"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8965"	"VOG10540"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8966"	"VOG10541"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8967"	"VOG10542"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8968"	"VOG10543"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8969"	"VOG10544"	"Bacteria"	3	3	1	0	"VirE N-domain protein [n=3]; "	"New"	NA
"8970"	"VOG10545"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8971"	"VOG10546"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8972"	"VOG10547"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8973"	"VOG10548"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8974"	"VOG10549"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8975"	"VOG10550"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; structural protein [n=1]; "	"New"	NA
"8976"	"VOG10551"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8977"	"VOG10552"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8978"	"VOG10553"	"Bacteria"	3	3	2	0	"No annotation provided [n=2]; hypothetical protein [n=1]; "	"New"	NA
"8979"	"VOG10554"	"Bacteria"	3	3	2	1	"hypothetical protein [n=3]; "	"New"	NA
"8980"	"VOG10555"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"8981"	"VOG10556"	"Bacteria"	3	3	1	0	"No annotation provided [n=3]; "	"New"	NA
"8982"	"VOG10557"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; gp393 [n=1]; "	"New"	NA
"8983"	"VOG10558"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8984"	"VOG10559"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8985"	"VOG10560"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8986"	"VOG10561"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8987"	"VOG10562"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"8988"	"VOG10563"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"8989"	"VOG10564"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8990"	"VOG10565"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp68 [n=1]; "	"New"	NA
"8991"	"VOG10566"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8992"	"VOG10567"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8993"	"VOG10568"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp70 [n=1]; "	"New"	NA
"8994"	"VOG10569"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp71 [n=1]; "	"New"	NA
"8995"	"VOG10570"	"Bacteria"	3	3	1	1	"gp77 [n=1]; gp116 [n=1]; hypothetical protein [n=1]; "	"New"	NA
"8996"	"VOG10571"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"8997"	"VOG10572"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp19 [n=1]; "	"New"	NA
"8998"	"VOG10573"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp58 [n=1]; "	"New"	NA
"8999"	"VOG10574"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp51 [n=1]; "	"New"	NA
"9000"	"VOG10575"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp181 [n=1]; "	"New"	NA
"9001"	"VOG10576"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9002"	"VOG10577"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp216 [n=1]; "	"New"	NA
"9003"	"VOG10578"	"Bacteria"	3	3	2	0	"hypothetical protein [n=2]; hypothetical protein RaK2_00526 [n=1]; "	"New"	NA
"9004"	"VOG10579"	"Bacteria"	3	3	2	0	"hypothetical protein [n=2]; hypothetical protein RaK2_00525 [n=1]; "	"New"	NA
"9005"	"VOG10580"	"Bacteria"	3	3	1	1	"No annotation provided [n=2]; hypothetical protein [n=1]; "	"New"	NA
"9006"	"VOG10581"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9007"	"VOG10582"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9008"	"VOG10583"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9009"	"VOG10584"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9010"	"VOG10585"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9011"	"VOG10586"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9012"	"VOG10587"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9013"	"VOG10588"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9014"	"VOG10589"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9015"	"VOG10590"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9016"	"VOG10591"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9017"	"VOG10592"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9018"	"VOG10593"	"Bacteria"	3	3	2	2	"hypothetical protein [n=2]; GDSL-like lipase/acylhydrolase [n=1]; "	"New"	NA
"9019"	"VOG10594"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9020"	"VOG10595"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9021"	"VOG10596"	"Bacteria"	3	3	1	0	"putative primase [n=2]; primase [n=1]; "	"New"	NA
"9022"	"VOG10597"	"Bacteria"	3	3	2	0	"hypothetical protein [n=2]; toxin-antitoxin system antitoxin component [n=1]; "	"New"	NA
"9023"	"VOG10598"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9024"	"VOG10599"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; putative transcriptional regulator [n=1]; "	"New"	NA
"9025"	"VOG10600"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9026"	"VOG10601"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp1 [n=1]; "	"New"	NA
"9027"	"VOG10602"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9028"	"VOG10603"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9029"	"VOG10604"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9030"	"VOG10605"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9031"	"VOG10606"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9032"	"VOG10607"	"Bacteria"	3	3	0	0	"hypothetical protein [n=1]; putative prophage protein [n=1]; prophage protein [n=1]; "	"New"	NA
"9033"	"VOG10608"	"Bacteria"	3	3	0	0	"prophage protein [n=2]; hypothetical protein [n=1]; "	"New"	NA
"9034"	"VOG10609"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9035"	"VOG10610"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9036"	"VOG10611"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9037"	"VOG10612"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9038"	"VOG10613"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"New"	NA
"9039"	"VOG10614"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; leishmanolysin-like peptidase [n=1]; "	"New"	NA
"9040"	"VOG10615"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9041"	"VOG10616"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9042"	"VOG10617"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9043"	"VOG10618"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9044"	"VOG10619"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; Hypothetical protein [n=1]; "	"New"	NA
"9045"	"VOG10620"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9046"	"VOG10621"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"9047"	"VOG10622"	"Archaea"	3	3	0	0	"hypothetical protein [n=2]; hypothetical membrane protein [n=1]; "	"New"	NA
"9048"	"VOG10623"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"9049"	"VOG10624"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; putative Rz/Rzl spanin protein [n=1]; "	"New"	NA
"9050"	"VOG10625"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9051"	"VOG10626"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"9052"	"VOG10627"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9053"	"VOG10628"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9054"	"VOG10629"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9055"	"VOG10630"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9056"	"VOG10631"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9057"	"VOG10632"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9058"	"VOG10633"	"Bacteria"	3	3	2	0	"gp004 [n=1]; gp003 [n=1]; hypothetical protein [n=1]; "	"New"	NA
"9059"	"VOG10634"	"Bacteria"	3	3	1	1	"gp80 [n=1]; gp81 [n=1]; hypothetical protein [n=1]; "	"New"	NA
"9060"	"VOG10635"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9061"	"VOG10636"	"Bacteria"	3	3	2	0	"gp241 [n=1]; hypothetical protein [n=1]; No annotation provided [n=1]; "	"New"	NA
"9062"	"VOG10637"	"Bacteria"	3	3	1	1	"gp1 [n=2]; hypothetical protein [n=1]; "	"New"	NA
"9063"	"VOG10638"	"Bacteria"	3	3	1	1	"gp44 [n=1]; hypothetical protein [n=1]; gp45 [n=1]; "	"New"	NA
"9064"	"VOG10639"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp40 [n=1]; "	"New"	NA
"9065"	"VOG10640"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp47 [n=1]; "	"New"	NA
"9066"	"VOG10641"	"Bacteria"	3	3	1	1	"gp35 [n=1]; gp33 [n=1]; structural protein [n=1]; "	"New"	NA
"9067"	"VOG10642"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; hypothetical membrane protein [n=1]; "	"New"	NA
"9068"	"VOG10643"	"Bacteria"	3	3	1	0	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"9069"	"VOG10644"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9070"	"VOG10645"	"Bacteria"	3	3	1	0	"No annotation provided [n=3]; "	"New"	NA
"9071"	"VOG10646"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9072"	"VOG10647"	"Bacteria"	3	3	2	1	"hypothetical protein [n=3]; "	"New"	NA
"9073"	"VOG10648"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9074"	"VOG10649"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9075"	"VOG10650"	"Bacteria"	3	3	2	0	"hypothetical protein [n=3]; "	"New"	NA
"9076"	"VOG10651"	"Bacteria"	3	3	1	0	"hypothetical protein [n=1]; No annotation provided [n=1]; putative lipoprotein [n=1]; "	"New"	NA
"9077"	"VOG10652"	"Bacteria"	3	3	2	1	"hypothetical protein [n=3]; "	"New"	NA
"9078"	"VOG10653"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9079"	"VOG10654"	"Bacteria"	3	3	1	0	"tail tape measure chaperone protein [n=2]; hypothetical protein [n=1]; "	"New"	"tail protein"
"9080"	"VOG10655"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp45 [n=1]; "	"New"	NA
"9081"	"VOG10656"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9082"	"VOG10657"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp80 [n=1]; "	"New"	NA
"9083"	"VOG10658"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; gp96 [n=1]; "	"New"	NA
"9084"	"VOG10659"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9085"	"VOG10660"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9086"	"VOG10661"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9087"	"VOG10662"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9088"	"VOG10663"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"New"	NA
"9089"	"VOG10664"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"New"	NA
"9090"	"VOG10665"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
"9091"	"VOG10666"	"Bacteria"	3	3	1	0	"BTLCP-like protein [n=2]; transglutaminase Cys peptidase [n=1]; "	"New"	NA
"9092"	"VOG10667"	"Bacteria"	3	3	1	0	"hypothetical protein [n=3]; "	"New"	NA
